,All people aged 16 to 74,Economically active: Employee: Part-time,Economically active: Employee: Full-time,Economically active: Self-employed,Economically active: Unemployed,Economically active: Full-time student,Economically inactive: Retired,Economically inactive: Student,Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Economically inactive: Other,Unemployed people aged 16 to 74: Aged 16 to 24,Unemployed people aged 16 to 74: Aged 50 to 74,Unemployed people aged 16 to 74: Never worked,Unemployed people aged 16 to 74: Long-term unemployed
S00091206,71,7,22,17,1,-,15,2,1,5,1,-,1,-,1
S00091207,93,11,28,24,4,1,12,4,3,4,2,2,1,1,2
S00091208,80,10,33,14,1,3,8,1,6,4,-,1,-,-,-
S00091209,139,16,59,28,2,-,10,6,10,5,3,1,1,-,-
S00091210,115,23,46,19,2,2,14,4,4,1,-,1,-,-,-
S00091211,130,24,68,12,2,4,9,6,3,2,-,-,1,-,1
S00091212,97,18,46,13,2,5,3,2,5,1,2,1,-,-,1
S00091213,140,21,49,24,2,3,22,9,3,6,1,-,2,-,-
S00091214,66,10,31,14,2,-,1,2,4,2,-,-,1,-,1
S00091215,90,14,51,6,-,1,3,8,5,1,1,-,-,-,-
S00091216,106,9,37,25,2,4,21,3,5,-,-,-,1,-,1
S00091217,113,21,48,15,-,7,10,5,5,2,-,-,-,-,-
S00091218,137,20,58,29,1,8,12,4,4,1,-,-,1,-,-
S00091219,75,7,34,9,1,-,12,2,6,3,1,-,1,-,-
S00091220,93,16,34,15,-,1,12,6,6,-,3,-,-,-,-
S00091221,48,12,22,6,-,1,2,1,3,1,-,-,-,-,-
S00091222,107,16,74,3,1,-,4,3,6,-,-,1,-,-,1
S00091223,130,18,57,20,3,8,9,4,6,1,4,1,2,-,2
S00091224,105,11,54,15,4,1,12,2,2,4,-,2,1,1,1
S00091225,71,13,21,6,1,6,14,3,4,1,2,1,-,1,-
S00091226,84,13,36,14,3,2,7,6,1,2,-,2,-,1,-
S00091227,158,35,59,24,3,7,9,9,10,1,1,-,2,-,-
S00091228,141,21,64,24,-,1,16,3,9,1,2,-,-,-,-
S00091229,104,17,42,22,-,4,7,2,10,-,-,-,-,-,-
S00091230,125,18,69,10,2,6,13,1,5,-,1,-,2,-,1
S00091231,125,15,64,15,2,2,13,2,10,1,1,-,1,-,-
S00091232,80,18,41,3,1,4,4,2,4,2,1,-,-,-,-
S00091233,161,26,84,19,7,7,6,3,7,1,1,1,-,-,4
S00091234,110,23,60,10,1,1,5,-,8,1,1,-,-,-,-
S00091235,94,17,52,13,-,2,3,2,5,-,-,-,-,-,-
S00091236,108,24,65,8,1,2,2,-,6,-,-,-,-,-,-
S00091237,149,30,75,13,1,1,12,4,12,-,1,-,-,-,-
S00091238,76,9,38,6,1,-,12,5,2,2,1,-,-,-,-
S00091239,94,20,42,11,3,1,1,-,9,5,2,1,-,-,1
S00091240,84,14,50,11,-,-,-,-,7,1,1,-,-,-,-
S00091241,91,20,38,9,-,6,6,3,8,1,-,-,-,-,-
S00091242,110,20,71,7,-,3,2,1,4,2,-,-,-,-,-
S00091243,72,10,30,9,4,3,7,1,6,2,-,2,1,-,2
S00091244,138,27,49,17,4,2,21,7,8,1,2,-,2,-,2
S00091245,99,17,41,17,2,2,12,2,4,-,2,-,1,-,-
S00091246,72,10,27,5,-,2,21,2,4,-,1,-,-,-,-
S00091247,98,17,46,13,1,1,8,3,6,2,1,-,-,-,-
S00091248,104,21,68,6,-,1,2,4,2,-,-,-,-,-,-
S00091249,123,24,71,10,3,3,2,6,3,1,-,-,1,-,1
S00091250,115,18,40,22,3,-,18,3,7,2,2,1,1,-,-
S00091251,88,16,24,18,2,1,20,2,4,1,-,1,1,-,1
S00091252,122,17,61,7,3,2,24,-,5,2,1,2,1,-,1
S00091253,148,15,67,33,3,5,11,5,8,-,1,1,-,-,1
S00091254,86,13,36,12,3,1,12,3,2,3,1,1,1,-,2
S00091255,114,19,49,20,1,4,8,7,6,-,-,-,1,-,-
S00091256,52,4,31,4,3,1,4,1,3,-,1,1,1,-,-
S00091257,112,10,50,24,1,2,14,2,5,3,1,-,1,-,1
S00091258,108,14,72,8,2,4,3,-,3,-,2,1,-,1,-
S00091259,102,11,48,18,-,2,12,4,5,1,1,-,-,-,-
S00091260,112,15,75,6,-,3,6,2,5,-,-,-,-,-,-
S00091261,103,18,59,11,2,-,-,6,7,-,-,1,-,1,1
S00091262,86,16,53,3,3,2,-,4,4,-,1,-,3,-,-
S00091263,149,29,84,8,5,5,2,4,11,1,-,1,1,-,2
S00091264,98,13,47,12,1,2,12,2,8,-,1,-,-,-,1
S00091265,94,24,47,4,2,1,6,2,8,-,-,1,-,-,-
S00091266,72,9,34,6,-,1,13,1,7,1,-,-,-,-,-
S00091267,127,23,67,10,2,6,-,3,10,5,1,-,-,-,1
S00091268,129,23,72,18,-,4,1,4,7,-,-,-,-,-,-
S00091269,59,8,23,11,2,3,3,3,3,1,2,1,-,-,-
S00091270,61,7,25,11,1,-,9,3,3,-,2,-,1,-,-
S00091271,142,19,66,28,-,2,12,4,11,-,-,-,-,-,-
S00091272,103,14,44,8,2,4,16,3,4,5,3,-,1,-,1
S00091273,91,14,39,14,3,2,8,5,4,1,1,1,-,1,-
S00091274,157,25,67,18,2,10,17,7,8,-,3,-,-,-,1
S00091275,150,26,66,28,-,3,14,6,5,2,-,-,-,-,-
S00091276,101,8,61,14,2,2,1,4,9,-,-,-,-,-,-
S00091277,117,22,71,5,3,1,3,5,3,2,2,-,2,-,2
S00091278,101,22,60,2,2,5,2,3,5,-,-,-,-,-,-
S00091279,94,11,50,9,-,5,9,4,5,1,-,-,-,-,-
S00091280,100,12,41,14,2,-,14,6,5,3,3,2,-,1,-
S00091281,124,20,70,12,4,2,6,5,4,1,-,2,-,-,1
S00091282,120,17,45,15,3,6,19,2,8,3,2,1,-,-,-
S00091283,121,19,57,15,3,1,15,6,3,1,1,1,-,1,-
S00091284,136,20,60,30,1,1,5,3,10,2,4,-,-,-,1
S00091285,137,17,64,20,3,8,12,4,7,-,2,1,2,-,-
S00091286,115,23,49,20,3,2,9,3,6,-,-,-,2,-,1
S00091287,132,13,60,25,1,4,19,2,5,1,2,-,-,-,-
S00091288,105,16,48,9,2,3,11,4,4,1,7,-,-,-,2
S00091289,69,6,33,16,3,-,5,2,2,2,-,-,2,-,2
S00091290,95,16,30,22,3,5,9,4,4,2,-,-,2,-,1
S00091291,132,20,36,24,5,2,27,5,3,3,7,-,1,-,-
S00091292,47,6,14,10,2,1,8,-,2,1,3,-,2,-,2
S00091293,96,15,47,15,-,3,4,2,4,3,3,-,-,-,-
S00091294,110,18,48,15,1,2,16,2,2,3,3,-,-,-,1
S00091295,104,16,49,13,4,4,7,3,5,2,1,1,-,-,2
S00091296,112,20,45,18,-,4,11,2,8,2,2,-,-,-,-
S00091297,163,26,75,36,1,6,5,3,5,3,3,-,-,-,1
S00091298,49,6,28,5,2,1,5,1,-,1,-,-,-,-,1
S00091299,86,13,39,12,2,-,9,5,3,-,3,1,1,-,-
S00091300,125,25,58,13,3,1,18,4,-,3,-,-,1,-,1
S00091301,55,4,32,6,1,1,8,2,1,-,-,-,-,-,1
S00091302,147,23,51,35,1,3,15,3,9,4,3,-,-,-,1
S00091303,84,15,28,17,1,1,18,2,-,1,1,-,-,-,-
S00091304,89,15,33,23,1,2,5,2,2,6,-,1,-,-,-
S00091305,88,17,26,14,2,5,16,4,1,2,1,1,1,-,1
S00091306,113,12,43,26,2,2,15,1,6,6,-,-,-,-,-
S00091307,96,15,36,9,4,7,8,8,5,1,3,1,2,-,3
S00091308,88,14,47,5,3,3,6,4,3,-,3,3,-,2,-
S00091309,79,8,34,11,3,-,20,2,1,-,-,1,2,-,1
S00091310,99,15,61,7,2,3,9,-,2,-,-,1,-,-,2
S00091311,141,14,71,16,2,6,18,4,9,1,-,1,1,1,1
S00091312,119,20,61,8,4,5,1,4,8,7,1,2,1,-,-
S00091313,125,14,89,7,2,5,-,1,4,-,3,-,-,-,-
S00091314,54,8,27,-,8,2,1,1,4,-,3,4,-,1,2
S00091315,55,9,23,6,1,1,9,2,4,-,-,-,1,-,1
S00091316,59,14,27,4,-,2,9,2,1,-,-,-,-,-,-
S00091317,98,9,40,23,1,3,7,4,8,2,1,-,1,-,1
S00091318,73,11,29,5,5,-,10,6,5,2,-,1,3,2,3
S00091319,206,22,68,37,3,3,15,12,10,23,13,1,-,1,-
S00091320,101,11,40,20,-,2,11,7,10,-,-,-,-,-,-
S00091321,94,11,39,13,-,3,13,5,8,-,2,-,-,-,-
S00091322,121,16,50,23,1,2,11,7,6,-,5,-,-,-,-
S00091323,105,13,66,8,2,-,8,1,5,1,1,-,1,-,1
S00091324,116,12,65,12,1,5,15,1,5,-,-,-,-,-,-
S00091325,111,18,71,7,-,-,4,1,7,1,2,-,-,-,-
S00091326,103,13,50,18,2,5,9,2,4,-,-,-,-,-,-
S00091327,122,14,57,26,1,4,7,-,5,7,1,1,-,-,-
S00091328,83,7,37,11,-,2,17,4,4,-,1,-,-,-,-
S00091329,111,13,36,21,3,-,21,4,8,5,-,2,-,-,2
S00091330,101,7,43,11,2,5,18,5,6,3,1,-,1,-,-
S00091331,102,13,44,18,4,1,15,1,5,1,-,1,2,1,2
S00091332,64,12,24,11,-,1,4,7,5,-,-,-,-,-,-
S00091333,69,9,31,10,1,2,10,1,1,2,2,-,-,-,-
S00091334,85,7,35,14,8,2,13,-,2,2,2,1,-,1,1
S00091335,97,15,37,9,4,3,19,6,3,1,-,-,1,-,-
S00091336,95,14,38,16,2,-,17,-,5,2,1,1,-,-,-
S00091337,55,14,19,3,1,4,7,2,2,3,-,-,-,-,-
S00091338,44,5,22,9,-,2,-,1,2,1,2,-,-,-,-
S00091339,53,5,19,11,4,1,5,2,3,1,2,-,2,-,1
S00091340,76,8,27,17,2,1,12,4,1,4,-,-,1,-,-
S00091341,135,26,57,9,2,-,34,4,2,1,-,-,2,-,2
S00091342,90,12,43,14,3,1,10,3,2,2,-,-,-,1,1
S00091343,139,20,71,18,6,2,11,2,3,2,4,3,-,2,2
S00091344,66,8,25,19,1,-,7,1,2,1,2,-,-,-,-
S00091345,123,19,57,10,5,4,18,3,4,3,-,-,2,-,1
S00091346,75,7,39,6,3,-,10,3,6,1,-,2,1,-,2
S00091347,87,13,35,7,3,-,18,5,3,3,-,2,-,1,2
S00091348,89,19,27,15,1,3,10,1,11,1,1,1,-,1,-
S00091349,97,12,46,14,1,1,10,3,7,2,1,1,-,-,-
S00091350,104,13,56,12,1,-,6,6,8,1,1,-,1,-,-
S00091351,129,14,58,27,1,2,9,6,11,-,1,-,-,-,1
S00091352,83,10,32,19,5,1,8,2,2,2,2,1,2,-,2
S00091353,76,16,35,11,-,1,8,1,2,2,-,-,-,-,-
S00091354,77,8,26,17,-,3,4,1,8,9,1,-,-,-,-
S00091355,113,23,45,20,-,4,6,4,4,1,6,-,-,-,-
S00091356,110,19,41,24,1,4,8,3,7,1,2,-,1,-,1
S00091357,80,15,31,15,4,2,3,4,1,4,1,-,2,-,1
S00091358,113,18,43,23,-,3,12,3,8,1,2,-,-,-,-
S00091359,86,12,29,17,4,4,3,9,4,2,2,2,1,-,1
S00091360,59,7,20,14,2,6,4,3,2,-,1,-,1,-,2
S00091361,105,14,57,10,5,4,7,4,3,1,-,-,1,-,2
S00091362,102,14,47,5,2,2,23,4,2,2,1,1,1,-,-
S00091363,62,11,26,3,-,1,15,1,2,2,1,-,-,-,-
S00091364,85,9,49,5,2,1,7,6,5,1,-,2,-,1,1
S00091365,138,22,81,8,1,7,13,2,3,-,1,-,-,-,-
S00091366,139,14,70,20,6,5,8,8,5,2,1,-,2,-,4
S00091367,80,12,37,7,3,6,11,1,1,1,1,3,-,-,1
S00091368,125,21,55,17,-,6,13,6,5,1,1,-,-,-,-
S00091369,155,22,67,28,1,4,13,9,8,-,3,-,-,-,1
S00091370,102,19,53,11,1,2,7,4,3,1,1,1,-,-,1
S00091371,132,20,52,32,5,7,10,4,1,-,1,2,2,-,3
S00091372,75,12,49,4,2,1,-,2,4,-,1,-,-,-,1
S00091373,109,18,55,10,2,5,8,2,7,1,1,2,-,-,-
S00091374,80,15,34,12,1,2,8,3,4,-,1,-,-,-,1
S00091375,82,8,27,14,3,3,19,5,3,-,-,-,2,-,1
S00091376,46,4,13,3,1,1,18,1,3,-,2,-,-,-,-
S00091377,89,13,38,17,2,5,9,2,2,-,1,2,-,-,-
S00091378,86,14,37,20,1,4,4,3,3,-,-,1,-,-,1
S00091379,124,27,48,15,1,7,13,4,8,-,1,-,1,-,-
S00091380,68,7,26,5,1,4,12,3,9,1,-,-,-,-,-
S00091381,122,17,42,14,-,8,21,8,10,2,-,-,-,-,-
S00091382,126,14,48,12,2,5,26,3,11,3,2,-,1,-,2
S00091383,106,11,39,12,2,4,26,3,8,-,1,-,1,-,1
S00091384,79,11,31,13,-,2,12,4,3,-,3,-,-,-,-
S00091385,67,8,30,12,1,-,8,2,3,2,1,-,1,-,-
S00091386,143,21,55,26,2,2,26,2,7,2,-,1,1,1,-
S00091387,98,15,40,17,3,2,14,1,4,2,-,1,-,-,2
S00091388,118,19,52,12,-,7,12,4,8,2,2,-,-,-,-
S00091389,42,4,13,8,-,-,9,-,5,-,3,-,-,-,-
S00091390,109,16,40,18,2,4,16,4,6,2,1,-,-,-,1
S00091391,98,11,49,16,2,2,11,2,4,-,1,1,1,-,1
S00091392,100,13,43,18,-,2,12,4,7,-,1,-,-,-,-
S00091393,161,21,55,47,2,6,11,6,9,1,3,2,-,-,1
S00091394,101,16,28,25,2,-,11,5,5,6,3,1,-,-,1
S00091395,108,14,38,20,1,5,13,6,8,2,1,-,-,-,1
S00091396,64,8,24,13,2,1,8,3,5,-,-,1,1,-,1
S00091397,75,12,29,10,1,5,11,1,6,-,-,-,1,-,-
S00091398,111,22,45,13,-,3,13,9,5,1,-,-,-,-,-
S00091399,71,10,30,16,2,2,6,1,1,3,-,-,1,-,1
S00091400,43,9,16,7,-,1,6,-,4,-,-,-,-,-,-
S00091401,125,23,53,18,3,5,7,4,8,1,3,1,1,1,1
S00091402,53,7,30,4,-,-,4,2,5,1,-,-,-,-,-
S00091403,135,29,60,8,8,6,2,4,9,7,2,3,3,1,5
S00091404,117,10,69,7,1,2,12,4,11,1,-,1,-,-,-
S00091405,52,8,25,6,2,3,3,-,4,-,1,-,-,-,1
S00091406,41,3,11,13,-,-,10,1,2,1,-,-,-,-,-
S00091407,76,14,34,6,2,2,7,4,5,2,-,-,1,-,1
S00091408,103,15,39,14,2,4,14,7,3,2,3,-,-,-,2
S00091409,79,13,35,14,-,-,7,4,3,1,2,-,-,-,-
S00091410,83,8,42,12,3,3,7,3,2,3,-,-,-,-,1
S00091411,70,12,25,9,1,1,8,1,7,6,-,-,1,-,-
S00091412,127,22,59,15,3,7,10,4,4,1,2,1,1,-,2
S00091413,102,17,43,15,1,-,14,5,3,3,1,-,-,-,1
S00091414,113,16,50,22,2,3,8,3,5,-,4,-,-,-,-
S00091415,100,11,38,24,-,7,11,2,5,2,-,-,-,-,-
S00091416,107,18,36,20,2,6,13,4,6,1,1,1,-,-,-
S00091417,72,7,28,14,1,2,18,1,-,1,-,1,-,-,-
S00091418,88,11,25,25,1,3,13,4,4,2,-,-,-,-,1
S00091419,43,5,17,2,-,-,12,1,3,3,-,-,-,-,-
S00091420,68,9,27,15,4,-,10,2,1,-,-,-,2,-,3
S00091421,93,19,50,3,5,-,4,2,7,2,1,1,1,-,1
S00091422,91,10,40,5,1,3,23,3,6,-,-,-,1,-,-
S00091423,94,14,34,24,-,2,13,5,2,-,-,-,-,-,-
S00091424,80,13,21,16,2,2,15,3,8,-,-,1,1,-,-
S00091425,118,15,42,33,1,2,12,4,7,1,1,-,-,-,-
S00091426,52,9,15,11,2,2,8,-,3,2,-,-,-,-,-
S00091427,95,15,38,16,-,2,16,1,6,-,1,-,-,-,-
S00091428,90,6,36,14,2,2,16,3,4,5,2,-,1,-,1
S00091429,168,31,68,19,9,2,15,6,6,11,1,8,1,3,1
S00091430,86,12,27,11,3,2,23,2,1,4,1,-,1,-,1
S00091431,94,7,51,12,1,1,15,-,3,3,1,-,-,-,1
S00091432,116,16,44,25,6,2,11,9,2,1,-,2,2,-,3
S00091433,52,7,19,12,1,-,9,1,3,-,-,-,-,-,1
S00091434,97,14,47,15,1,-,9,2,2,7,-,-,-,-,-
S00091435,116,16,51,11,-,7,12,1,9,4,5,-,-,-,-
S00091436,114,9,61,14,2,5,13,2,8,-,-,1,-,1,1
S00091437,136,17,44,32,5,4,18,9,5,2,-,1,-,-,2
S00091438,109,12,53,11,3,6,15,2,3,1,3,1,1,1,1
S00091439,49,4,17,6,2,1,19,-,-,-,-,-,-,-,2
S00091440,81,13,44,9,-,1,10,-,2,1,1,-,-,-,-
S00091441,63,8,22,10,1,1,16,1,3,1,-,1,-,-,-
S00091442,47,8,13,14,-,-,7,-,3,1,1,-,-,-,-
S00091443,112,20,31,21,2,1,23,1,7,2,4,-,1,-,-
S00091444,68,2,28,14,-,-,20,-,1,-,3,-,-,-,-
S00091445,122,15,41,27,1,2,23,4,3,2,4,-,-,-,-
S00091446,116,18,44,12,1,3,19,9,7,3,-,1,-,-,-
S00091447,105,11,43,17,4,-,22,2,6,-,-,4,-,2,-
S00091448,74,13,30,4,1,4,11,4,1,6,-,-,-,-,1
S00091449,96,14,31,4,3,4,23,5,1,6,5,1,1,-,2
S00091450,110,19,45,8,4,-,17,5,4,6,2,-,1,-,1
S00091451,90,10,25,20,3,1,24,2,5,-,-,-,1,-,1
S00091452,78,16,32,6,5,2,9,2,2,4,-,3,1,-,3
S00091453,123,11,58,19,-,3,12,2,9,4,5,-,-,-,-
S00091454,87,6,32,9,3,2,17,4,8,5,1,2,-,1,2
S00091455,112,19,36,9,10,2,22,4,3,4,3,3,1,4,3
S00091456,99,10,48,11,4,1,12,4,6,3,-,1,1,-,2
S00091457,68,6,39,6,-,4,8,1,3,-,1,-,-,-,-
S00091458,98,10,52,8,2,3,17,1,4,-,1,1,-,-,-
S00091459,53,6,22,2,1,3,14,1,-,1,3,-,-,-,-
S00091460,99,14,48,10,2,4,10,6,3,-,2,1,-,1,-
S00091461,106,18,50,10,3,8,8,2,4,1,2,-,-,-,2
S00091462,74,10,35,2,5,2,4,2,8,3,3,2,1,-,1
S00091463,129,18,60,14,3,7,15,6,2,1,3,1,-,-,2
S00091464,65,6,37,8,2,2,6,1,2,-,1,2,-,1,1
S00091465,98,15,48,5,-,4,13,6,4,2,1,-,-,-,-
S00091466,110,19,43,3,6,4,20,5,6,3,1,2,1,1,1
S00091467,81,23,37,2,1,-,11,1,3,3,-,1,-,-,-
S00091468,74,17,29,1,5,3,12,1,3,3,-,1,2,-,4
S00091469,89,13,44,4,1,6,6,2,7,4,2,-,-,-,-
S00091470,92,11,49,6,5,5,6,-,3,3,4,-,-,-,5
S00091471,86,16,27,7,2,3,19,1,4,5,2,-,-,-,1
S00091472,72,2,36,6,1,-,20,-,4,3,-,-,1,-,-
S00091473,127,22,55,6,2,3,29,2,5,2,1,1,-,-,1
S00091474,96,14,43,2,2,4,24,2,4,-,1,-,-,-,1
S00091475,115,16,54,5,4,6,17,4,6,2,1,1,-,1,1
S00091476,98,20,51,2,4,1,9,-,5,3,3,1,-,1,2
S00091477,83,16,32,2,10,4,1,4,3,7,4,6,-,2,3
S00091478,94,16,44,3,3,3,11,4,2,8,-,-,2,-,3
S00091479,68,10,30,1,2,2,18,2,3,-,-,2,-,1,1
S00091480,114,15,61,6,1,3,12,4,5,4,3,-,-,1,-
S00091481,40,3,12,3,-,3,17,-,2,-,-,-,-,-,-
S00091482,126,19,55,10,3,5,27,2,1,4,-,2,1,1,1
S00091483,97,13,46,9,1,3,9,4,5,4,3,1,-,-,-
S00091484,84,16,37,7,1,3,10,4,4,1,1,1,-,-,-
S00091485,123,25,70,8,-,3,6,5,6,-,-,-,-,-,-
S00091486,123,20,63,12,2,3,15,4,3,1,-,-,-,-,-
S00091487,79,7,29,6,1,2,23,4,2,4,1,1,-,-,-
S00091488,80,8,28,4,2,2,27,4,2,3,-,-,1,-,-
S00091489,82,12,35,9,-,6,15,4,-,-,1,-,-,-,-
S00091490,85,12,36,1,-,4,23,5,2,2,-,-,-,-,-
S00091491,105,14,51,4,2,3,23,4,4,-,-,-,-,-,1
S00091492,124,19,36,10,1,5,45,1,4,3,-,-,-,-,1
S00091493,153,21,63,14,5,4,30,5,8,3,-,1,3,1,-
S00091494,161,32,58,14,3,7,31,4,8,2,2,-,1,-,-
S00091495,128,21,54,15,-,3,24,2,7,2,-,-,-,-,-
S00091496,88,14,28,6,1,-,36,1,1,1,-,1,-,-,-
S00091497,134,18,58,13,8,9,13,4,7,4,-,4,-,2,-
S00091498,83,15,34,8,-,3,13,2,2,3,3,-,-,-,-
S00091499,71,15,30,6,1,3,11,1,2,1,1,-,-,-,-
S00091500,95,23,38,3,3,3,19,1,4,1,-,2,1,-,-
S00091501,81,11,41,3,5,4,9,-,3,4,1,1,1,-,4
S00091502,39,10,16,-,-,-,5,1,2,4,1,-,-,-,-
S00091503,77,7,40,10,2,-,6,4,6,1,1,-,1,-,-
S00091504,108,14,42,7,3,3,28,3,5,1,2,3,-,-,-
S00091505,83,11,43,5,1,2,10,-,1,9,1,-,1,-,1
S00091506,102,16,37,12,1,3,23,3,4,3,-,-,-,-,-
S00091507,45,6,22,3,1,-,4,2,6,1,-,-,-,-,-
S00091508,70,7,28,5,3,-,10,5,3,7,2,2,-,1,-
S00091509,85,10,34,8,2,1,24,4,-,1,1,1,1,-,1
S00091510,116,10,57,9,-,4,15,8,6,2,5,-,-,-,-
S00091511,74,13,43,5,2,2,5,-,3,1,-,-,-,-,-
S00091512,102,15,39,19,3,6,8,5,4,-,3,1,-,-,-
S00091513,84,13,41,9,-,7,7,3,3,-,1,-,-,-,-
S00091514,42,4,11,3,-,2,15,2,1,3,1,-,-,-,-
S00091515,70,5,23,12,-,1,21,4,1,-,3,-,-,-,-
S00091516,76,10,20,9,1,3,23,-,2,8,-,-,-,-,-
S00091517,30,-,11,6,-,-,13,-,-,-,-,-,-,-,-
S00091518,77,7,48,10,-,1,6,-,5,-,-,-,-,-,-
S00091519,51,3,32,3,2,2,3,1,2,1,2,1,-,2,-
S00091520,53,9,18,3,2,-,13,-,3,4,1,1,1,-,1
S00091521,103,10,59,12,4,3,6,2,2,2,3,-,-,-,2
S00091522,58,3,26,5,3,-,15,2,2,1,1,-,1,-,2
S00091523,59,7,36,2,-,1,6,1,2,4,-,-,-,-,-
S00091524,91,13,47,4,3,3,10,5,3,2,1,1,-,1,1
S00091525,80,11,37,7,2,1,11,3,5,2,1,1,-,-,-
S00091526,80,9,38,6,6,2,17,-,1,1,-,2,2,-,1
S00091527,83,11,45,8,3,4,3,2,4,3,-,1,1,-,2
S00091528,58,6,26,7,-,3,13,2,1,-,-,-,-,-,-
S00091529,65,10,23,5,4,-,17,1,3,2,-,2,1,2,1
S00091530,160,29,70,13,5,6,16,7,7,3,4,3,2,1,2
S00091531,96,12,37,5,-,7,26,4,4,1,-,-,-,-,-
S00091532,95,18,43,8,4,4,4,4,6,1,3,2,1,1,2
S00091533,148,31,68,6,5,8,21,1,3,3,2,1,2,-,1
S00091534,108,12,42,9,3,5,29,3,4,1,-,1,-,-,1
S00091535,88,19,47,6,2,3,7,3,-,-,1,-,1,-,2
S00091536,105,20,44,11,2,3,18,4,2,1,-,-,1,-,2
S00091537,104,16,48,11,2,2,17,1,3,1,3,1,1,-,-
S00091538,67,11,32,6,3,4,9,-,2,-,-,2,-,1,1
S00091539,65,11,36,3,-,-,8,3,1,2,1,-,-,-,-
S00091540,53,6,27,4,4,2,8,2,-,-,-,1,1,-,1
S00091541,104,18,43,19,2,2,11,3,1,1,4,1,-,-,-
S00091542,46,4,11,9,1,-,15,-,2,2,2,-,1,-,-
S00091543,86,9,33,7,1,3,28,-,1,-,4,-,-,-,-
S00091544,65,10,20,8,2,-,17,1,5,1,1,-,1,-,1
S00091545,70,8,33,4,-,2,14,1,3,3,2,-,-,-,-
S00091546,50,4,30,3,2,3,1,1,4,-,2,-,1,-,-
S00091547,53,1,23,9,1,-,7,5,5,1,1,-,-,-,1
S00091548,61,7,28,10,3,1,3,3,5,1,-,3,-,1,-
S00091549,113,18,28,19,6,7,20,3,7,3,2,3,2,-,-
S00091550,128,20,41,15,1,4,29,9,7,2,-,-,-,-,-
S00091551,68,8,25,8,1,3,14,2,2,2,3,1,-,-,-
S00091552,59,7,26,5,1,-,16,2,2,-,-,-,-,-,1
S00091553,91,7,37,13,-,4,24,3,-,2,1,-,-,-,-
S00091554,101,12,33,9,2,4,29,4,-,3,5,-,1,-,1
S00091555,94,17,34,7,1,1,22,6,6,-,-,1,-,1,-
S00091556,74,15,29,9,1,1,15,-,3,-,1,-,-,-,-
S00091557,113,17,40,9,2,5,28,4,5,-,3,1,1,-,-
S00091558,88,16,38,4,3,4,11,1,6,2,3,1,-,-,1
S00091559,85,18,21,5,-,7,27,4,3,-,-,-,-,-,-
S00091560,89,17,42,5,-,4,11,2,4,3,1,-,-,-,-
S00091561,60,11,33,5,-,4,3,1,1,2,-,-,-,-,-
S00091562,38,7,11,5,-,-,9,1,1,3,1,-,-,-,-
S00091563,60,12,22,6,1,7,8,2,2,-,-,1,-,-,-
S00091564,65,14,23,8,-,4,12,2,1,1,-,-,-,-,-
S00091565,72,16,31,7,1,4,9,2,1,1,-,-,-,-,-
S00091566,87,11,33,10,-,6,18,3,5,-,1,-,-,-,-
S00091567,91,12,40,12,1,1,13,5,6,-,1,-,1,-,-
S00091568,88,18,32,3,4,1,25,1,2,-,2,-,-,-,1
S00091569,73,9,29,10,1,3,12,5,2,2,-,-,-,-,1
S00091570,91,17,43,12,1,1,12,2,3,-,-,-,1,-,1
S00091571,83,18,39,-,3,3,13,2,1,3,1,2,-,-,-
S00091572,108,12,57,6,-,-,23,1,6,2,1,-,-,-,-
S00091573,94,9,53,7,5,2,8,4,3,3,-,1,1,1,-
S00091574,121,21,38,12,-,4,29,3,12,-,2,-,-,-,-
S00091575,90,12,49,8,-,7,7,3,2,2,-,-,-,-,-
S00091576,102,16,59,8,-,7,9,1,1,-,1,-,-,-,-
S00091577,88,11,53,4,1,6,8,3,2,-,-,1,-,-,-
S00091578,52,5,38,1,1,-,5,-,1,1,-,-,1,-,1
S00091579,92,9,62,6,1,1,7,4,1,1,-,1,-,-,-
S00091580,98,16,51,3,3,4,15,3,1,2,-,-,1,-,-
S00091581,139,20,76,11,5,5,11,7,2,2,-,3,1,2,1
S00091582,132,22,72,5,3,8,9,3,3,3,4,-,3,-,1
S00091583,105,20,47,7,1,4,15,3,4,-,4,-,-,-,-
S00091584,96,15,57,7,-,3,10,1,1,2,-,-,-,-,-
S00091585,66,10,39,3,2,2,4,1,2,3,-,1,-,1,-
S00091586,68,10,40,5,-,1,10,-,2,-,-,-,-,-,-
S00091587,175,34,83,13,-,20,4,5,10,2,4,-,-,-,-
S00091588,117,23,64,3,2,2,15,3,2,2,1,1,-,-,1
S00091589,67,11,32,6,4,2,6,2,3,1,-,3,-,1,1
S00091590,157,32,79,8,3,4,17,3,2,7,2,1,1,-,2
S00091591,153,27,78,16,5,5,8,6,1,2,5,1,-,2,-
S00091592,142,19,108,3,-,-,4,3,4,1,-,-,-,-,-
S00091593,173,27,95,6,7,7,12,7,5,1,6,3,2,1,1
S00091594,97,16,45,7,2,5,7,4,8,2,1,1,1,-,1
S00091595,60,14,28,1,1,3,9,3,-,1,-,1,-,-,-
S00091596,75,15,40,4,5,2,3,1,1,3,1,3,-,-,-
S00091597,55,9,23,9,-,2,6,2,4,-,-,-,-,-,-
S00091598,171,24,94,13,8,7,7,5,8,4,1,2,2,1,1
