,All people,England,Northern Ireland,Scotland,Wales,Republic of Ireland,Other EU: Member countries in March 2001 (1),Other EU: Accession countries April 2001 to March 2011,Other countries
S00115520,122,1,1,116,0,2,0,0,2
S00115521,86,0,0,80,0,1,0,0,5
S00115522,133,3,0,124,1,0,1,0,4
S00115523,106,3,1,98,0,0,0,0,4
S00115524,79,1,0,78,0,0,0,0,0
S00115525,128,4,1,117,0,0,0,0,6
S00115526,115,3,1,110,0,0,0,0,1
S00115527,142,2,2,137,0,0,0,0,1
S00115528,62,0,0,59,0,0,0,0,3
S00115529,184,3,0,175,0,0,0,0,6
S00115530,175,1,1,166,0,0,1,0,6
S00115531,94,1,0,86,0,0,0,0,7
S00115532,129,1,1,123,0,0,0,0,4
S00115533,84,3,1,76,0,0,0,0,4
S00115534,89,4,1,81,0,1,0,2,0
S00115535,132,3,2,121,0,2,1,1,2
S00115536,111,3,1,106,0,0,0,0,1
S00115537,126,7,0,105,0,3,0,0,11
S00115538,123,2,0,118,0,0,1,1,1
S00115539,140,5,0,129,0,2,0,1,3
S00115540,94,0,0,92,0,0,0,0,2
S00115541,152,1,0,141,0,1,1,0,8
S00115542,135,4,1,116,0,0,1,0,13
S00115543,58,3,0,43,0,0,0,0,12
S00115544,157,5,0,108,0,1,1,0,42
S00115545,99,4,0,60,0,1,0,6,28
S00115546,105,4,0,68,0,0,1,6,26
S00115547,152,3,0,117,2,0,1,0,29
S00115548,81,2,0,78,0,1,0,0,0
S00115549,100,5,0,57,0,0,0,0,38
S00115550,91,0,0,89,0,0,1,0,1
S00115551,107,3,1,96,0,4,2,0,1
S00115552,106,2,0,102,0,1,0,0,1
S00115553,148,2,0,143,0,1,0,0,2
S00115554,144,0,1,138,0,0,0,0,5
S00115555,86,0,0,85,0,1,0,0,0
S00115556,112,2,0,107,0,2,0,0,1
S00115557,94,2,0,91,0,0,0,1,0
S00115558,73,3,1,65,0,0,0,3,1
S00115559,70,1,0,68,0,0,1,0,0
S00115560,114,6,1,96,0,2,0,2,7
S00115561,67,2,0,63,0,0,0,1,1
S00115562,72,1,0,70,0,1,0,0,0
S00115563,186,3,0,180,0,0,0,0,3
S00115564,183,7,0,175,0,0,1,0,0
S00115565,99,4,0,91,0,2,0,0,2
S00115566,127,2,0,122,0,0,0,1,2
S00115567,95,1,2,88,0,2,0,0,2
S00115568,62,3,0,56,0,0,1,0,2
S00115569,85,2,0,80,0,0,1,0,2
S00115570,157,3,2,144,0,2,0,1,5
S00115571,165,3,0,161,0,0,1,0,0
S00115572,168,8,1,146,0,0,0,2,11
S00115573,136,0,0,131,0,0,0,5,0
S00115574,80,0,1,78,0,1,0,0,0
S00115575,129,3,0,124,0,1,0,0,1
S00115576,65,0,0,64,0,0,0,0,1
S00115577,110,2,0,107,0,1,0,0,0
S00115578,178,5,0,167,0,1,0,2,3
S00115579,97,1,0,94,0,0,0,0,2
S00115580,121,3,1,116,0,0,0,0,1
S00115581,165,3,2,139,0,2,3,4,12
S00115582,154,5,1,146,0,2,0,0,0
S00115583,72,6,1,62,0,1,1,0,1
S00115584,93,1,0,90,0,0,1,0,1
S00115585,134,3,2,127,0,1,0,0,1
S00115586,113,1,0,109,0,1,0,0,2
S00115587,114,6,0,99,0,1,0,0,8
S00115588,160,6,0,151,0,0,0,0,3
S00115589,169,3,0,154,0,0,1,1,10
S00115590,93,2,1,84,0,3,0,0,3
S00115591,142,12,1,128,0,0,1,0,0
S00115592,149,1,0,140,0,0,0,0,8
S00115593,77,1,0,76,0,0,0,0,0
S00115594,122,3,1,117,1,0,0,0,0
S00115595,88,0,0,81,0,2,0,0,5
S00115596,125,1,0,117,0,5,0,1,1
S00115597,124,3,2,112,0,4,0,0,3
S00115598,87,3,0,78,0,2,0,1,3
S00115599,135,0,0,124,2,1,0,3,5
S00115600,121,4,0,112,0,2,0,0,3
S00115601,73,2,0,70,0,0,0,0,1
S00115602,166,4,4,139,0,7,1,8,3
S00115603,90,2,1,56,0,0,0,8,23
S00115604,90,2,1,50,0,1,0,9,27
S00115605,93,7,0,39,0,0,3,7,37
S00115606,102,6,0,75,1,2,0,2,16
S00115607,55,0,0,28,0,0,0,2,25
S00115608,147,7,1,67,0,0,0,13,59
S00115609,72,1,0,65,0,1,0,3,2
S00115610,102,3,1,98,0,0,0,0,0
S00115611,128,6,1,111,0,1,2,3,4
S00115612,192,8,0,177,0,0,1,0,6
S00115613,153,3,1,139,0,0,1,5,4
S00115614,97,1,0,91,1,0,2,0,2
S00115615,82,0,0,81,0,0,0,0,1
S00115616,126,1,3,122,0,0,0,0,0
S00115617,94,3,0,86,0,2,1,0,2
S00115618,99,6,0,87,0,0,2,0,4
S00115619,86,3,0,74,0,0,4,0,5
S00115620,75,2,0,71,0,0,0,0,2
S00115621,129,2,0,124,1,0,1,0,1
S00115622,103,1,0,92,0,1,1,0,8
S00115623,117,2,0,111,0,0,2,0,2
S00115624,120,2,0,114,0,0,0,3,1
S00115625,154,1,0,150,0,0,1,0,2
S00115626,142,7,0,134,1,0,0,0,0
S00115627,127,5,0,117,0,0,1,0,4
S00115628,127,6,0,111,0,2,0,0,8
S00115629,91,3,0,82,0,1,1,0,4
S00115630,136,1,1,130,0,2,1,0,1
S00115631,167,2,1,159,0,1,2,0,2
S00115632,147,3,1,134,0,2,0,0,7
S00115633,122,3,1,116,0,1,0,0,1
S00115634,178,6,0,162,0,6,0,0,4
S00115635,135,0,1,127,0,0,1,0,6
S00115636,102,2,2,86,1,0,2,6,3
S00115637,98,3,1,93,0,0,0,0,1
S00115638,127,1,1,123,0,2,0,0,0
S00115639,164,8,0,140,0,1,0,0,15
S00115640,160,7,0,129,1,1,0,3,19
S00115641,108,5,0,91,0,2,1,4,5
S00115642,131,3,0,122,0,0,1,0,5
S00115643,117,2,1,111,0,2,0,0,1
S00115644,111,0,0,101,0,0,0,0,10
S00115645,72,6,1,60,0,0,0,5,0
S00115646,99,1,0,95,0,2,0,0,1
S00115647,114,1,2,104,0,0,0,4,3
S00115648,128,3,0,120,0,1,1,0,3
S00115649,108,3,0,103,0,1,0,0,1
S00115650,59,2,1,54,0,0,0,0,2
S00115651,124,2,1,116,0,0,1,2,2
S00115652,85,3,0,78,0,2,0,0,2
S00115653,133,8,0,97,0,0,0,0,28
S00115654,75,2,1,70,0,0,1,0,1
S00115655,129,2,1,122,0,0,1,0,3
S00115656,121,2,0,117,0,0,0,0,2
S00115657,166,2,0,159,0,0,4,0,1
S00115658,161,3,0,150,0,0,0,0,8
S00115659,111,1,0,104,0,1,0,1,4
S00115660,134,9,1,108,0,1,6,1,8
S00115661,118,2,0,113,1,1,0,0,1
S00115662,118,2,0,113,0,1,0,0,2
S00115663,89,1,3,75,1,0,3,0,6
S00115664,137,3,1,123,0,2,0,5,3
S00115665,163,4,1,134,1,3,2,1,17
S00115666,106,3,4,91,0,0,0,0,8
S00115667,66,1,0,65,0,0,0,0,0
S00115668,60,1,1,58,0,0,0,0,0
S00115669,101,5,0,85,0,0,0,0,11
S00115670,164,3,0,159,1,0,1,0,0
S00115671,141,3,0,137,0,0,0,0,1
S00115672,232,8,0,214,0,3,0,4,3
S00115673,164,4,0,151,0,1,0,0,8
S00115674,143,6,1,133,0,2,0,0,1
S00115675,74,1,0,66,0,1,0,3,3
S00115676,137,8,0,119,0,0,0,0,10
S00115677,143,6,2,129,0,0,2,1,3
S00115678,116,2,2,108,0,1,0,2,1
S00115679,181,5,1,158,0,3,1,4,9
S00115680,118,3,0,109,0,2,2,0,2
S00115681,148,4,2,135,0,0,1,5,1
S00115682,162,2,1,157,0,0,0,0,2
S00115683,145,0,0,140,1,0,0,2,2
S00115684,138,13,0,114,1,0,0,3,7
S00115685,90,1,0,88,0,0,1,0,0
S00115686,166,4,0,154,0,1,0,6,1
S00115687,124,6,0,107,1,1,0,0,9
S00115688,94,1,0,91,1,0,0,0,1
S00115689,137,2,1,124,0,3,2,0,5
S00115690,111,6,0,103,0,0,0,0,2
S00115691,105,0,0,95,1,0,0,4,5
S00115692,206,6,0,194,0,0,0,4,2
S00115693,168,3,0,163,0,1,0,0,1
S00115694,142,8,0,126,1,0,1,0,6
S00115695,127,4,0,121,0,0,0,0,2
S00115696,102,3,2,90,0,2,0,0,5
S00115697,119,2,0,116,0,1,0,0,0
S00115698,124,1,0,116,1,1,0,4,1
S00115699,91,1,1,85,0,0,0,1,3
S00115700,159,5,1,150,0,1,0,0,2
S00115701,148,1,0,139,0,3,3,0,2
S00115702,117,1,0,113,0,3,0,0,0
S00115703,107,1,0,104,0,0,0,0,2
S00115704,102,3,2,93,0,2,0,0,2
S00115705,64,1,0,63,0,0,0,0,0
S00115706,87,0,0,86,0,0,0,0,1
S00115707,96,5,0,90,1,0,0,0,0
S00115708,107,1,0,104,0,1,1,0,0
S00115709,132,3,1,122,0,2,3,1,0
S00115710,131,2,0,127,0,0,0,0,2
S00115711,117,2,0,105,0,1,0,0,9
S00115712,98,4,1,87,0,1,0,0,5
S00115713,120,2,0,109,0,3,0,2,4
S00115714,78,3,1,71,0,0,1,0,2
S00115715,122,3,1,114,0,0,1,0,3
S00115716,65,1,0,63,0,0,0,0,1
S00115717,88,1,0,87,0,0,0,0,0
S00115718,149,2,0,143,0,0,0,0,4
S00115719,108,0,1,99,0,3,0,3,2
S00115720,68,2,0,59,0,5,0,1,1
S00115721,99,2,0,96,0,0,0,0,1
S00115722,70,2,1,67,0,0,0,0,0
S00115723,67,3,0,56,0,1,0,1,6
S00115724,102,2,0,98,0,0,0,0,2
S00115725,101,4,0,91,1,1,0,4,0
S00115726,82,1,0,74,0,0,2,0,5
S00115727,102,1,0,91,1,1,0,1,7
S00115728,94,2,1,89,0,2,0,0,0
S00115729,196,5,0,186,0,0,1,1,3
S00115730,172,3,0,166,0,1,0,0,2
S00115731,125,1,1,122,0,0,0,0,1
S00115732,195,1,0,186,0,1,0,0,7
S00115733,151,2,0,146,1,0,1,0,1
S00115734,138,1,0,133,0,0,1,0,3
S00115735,153,3,0,143,0,1,0,4,2
S00115736,93,3,0,90,0,0,0,0,0
S00115737,104,3,0,98,0,1,0,0,2
S00115738,80,2,0,77,0,0,0,0,1
S00115739,106,2,0,103,0,1,0,0,0
S00115740,161,4,0,151,0,2,1,0,3
S00115741,72,4,0,62,0,0,0,3,3
S00115742,109,3,0,103,1,1,1,0,0
S00115743,114,4,0,101,0,0,0,4,5
S00115744,124,4,0,120,0,0,0,0,0
S00115745,67,4,0,62,0,0,0,0,1
S00115746,63,2,0,61,0,0,0,0,0
S00115747,91,9,0,77,0,0,0,2,3
S00115748,108,6,0,78,2,0,2,3,17
S00115749,163,3,0,159,0,0,0,0,1
S00115750,99,0,0,92,0,1,0,0,6
S00115751,54,1,1,52,0,0,0,0,0
S00115752,123,0,0,119,0,0,1,0,3
S00115753,160,1,0,151,0,0,0,0,8
S00115754,177,7,0,137,0,0,0,15,18
S00115755,100,1,0,96,0,0,1,0,2
S00115756,202,2,0,181,0,1,1,0,17
S00115757,194,9,3,157,0,4,3,1,17
S00115758,209,8,1,179,0,1,3,5,12
S00115759,60,4,0,55,0,0,1,0,0
S00115760,240,6,3,200,0,0,0,2,29
S00115761,176,9,0,148,0,0,1,4,14
S00115762,135,3,1,125,1,0,0,2,3
S00115763,111,1,0,107,0,1,0,0,2
S00115764,103,0,0,103,0,0,0,0,0
S00115765,156,10,0,133,0,0,0,0,13
S00115766,161,1,0,152,1,0,0,0,7
S00115767,221,6,0,207,0,1,2,0,5
S00115768,138,2,1,111,0,1,1,0,22
S00115769,98,6,1,90,0,0,0,1,0
S00115770,118,5,0,106,0,0,0,0,7
S00115771,67,3,0,62,0,0,0,1,1
S00115772,113,2,0,109,0,0,1,0,1
S00115773,187,9,0,157,0,0,1,1,19
S00115774,110,2,0,106,0,0,0,0,2
S00115775,90,0,0,87,0,0,0,0,3
S00115776,177,8,0,157,0,0,1,0,11
S00115777,164,6,1,138,0,0,1,0,18
S00115778,106,3,0,102,0,0,1,0,0
S00115779,133,3,0,118,0,0,0,0,12
S00115780,103,3,0,98,0,0,0,0,2
S00115781,130,3,1,125,0,0,0,0,1
S00115782,101,1,0,100,0,0,0,0,0
S00115783,133,4,0,121,0,0,2,4,2
S00115784,139,2,0,127,0,0,1,2,7
S00115785,132,5,1,126,0,0,0,0,0
S00115786,132,3,0,124,0,1,2,0,2
S00115787,140,5,0,127,0,0,1,1,6
S00115788,123,5,1,108,0,0,3,0,6
S00115789,99,2,0,96,0,0,0,0,1
S00115790,113,4,0,105,0,1,0,1,2
S00115791,123,4,0,112,0,2,0,0,5
S00115792,128,4,0,117,1,0,0,0,6
S00115793,246,11,0,184,0,0,2,0,49
S00115794,109,6,0,101,0,1,0,0,1
S00115795,108,2,0,101,0,0,0,0,5
S00115796,89,6,4,71,0,0,0,1,7
S00115797,213,8,1,190,0,0,2,2,10
S00115798,58,1,0,55,0,0,0,0,2
S00115799,147,4,0,111,0,2,1,0,29
S00115800,180,13,1,139,0,1,3,0,23
S00115801,169,11,1,129,0,0,0,0,28
S00115802,193,15,3,156,1,1,1,0,16
S00115803,91,5,3,67,0,1,5,1,9
S00115804,146,5,0,127,0,0,1,1,12
S00115805,114,2,1,104,0,0,0,0,7
S00115806,100,6,5,83,0,0,0,1,5
S00115807,85,1,0,83,0,0,0,0,1
S00115808,126,3,0,119,1,0,0,1,2
S00115809,110,3,0,102,0,1,0,0,4
S00115810,125,5,0,116,1,0,0,0,3
S00115811,116,5,1,104,2,1,0,0,3
S00115812,109,1,0,107,0,0,0,0,1
S00115813,140,3,0,133,0,1,1,0,2
S00115814,104,1,1,101,0,1,0,0,0
S00115815,142,2,0,140,0,0,0,0,0
S00115816,123,4,0,117,0,0,1,0,1
S00115817,101,2,0,99,0,0,0,0,0
S00115818,105,5,1,96,0,1,1,0,1
S00115819,126,3,1,120,0,0,1,0,1
S00115820,102,1,0,101,0,0,0,0,0
S00115821,101,4,1,92,0,1,1,0,2
S00115822,106,4,0,99,0,0,1,0,2
S00115823,153,3,1,147,0,0,0,1,1
S00115824,152,2,0,148,0,0,1,0,1
S00115825,101,2,0,96,2,0,0,0,1
S00115826,138,5,2,130,0,0,1,0,0
S00115827,111,0,0,110,0,1,0,0,0
S00115828,134,1,1,128,0,0,0,0,4
S00115829,111,3,0,106,0,0,0,0,2
S00115830,161,3,0,155,0,2,0,0,1
S00115831,89,6,1,80,0,0,1,0,1
S00115832,124,5,0,112,0,3,1,0,3
S00115833,135,0,0,132,0,0,3,0,0
S00115834,118,2,0,111,0,1,4,0,0
S00115835,153,2,0,149,0,1,1,0,0
S00115836,108,2,0,105,0,0,0,0,1
S00115837,104,2,0,102,0,0,0,0,0
S00115838,99,2,0,97,0,0,0,0,0
S00115839,104,3,0,98,0,2,0,0,1
S00115840,139,3,1,132,1,0,1,0,1
S00115841,70,2,0,59,0,2,0,0,7
S00115842,137,5,0,121,0,2,2,0,7
S00115843,99,0,0,95,0,0,0,0,4
S00115844,115,0,1,109,0,0,0,2,3
S00115845,133,4,0,122,0,0,0,1,6
S00115846,149,2,0,141,0,1,0,3,2
S00115847,161,0,0,159,0,0,0,0,2
S00115848,94,2,0,81,1,0,0,0,10
S00115849,172,2,0,161,0,0,0,3,6
S00115850,115,3,0,104,0,2,0,0,6
S00115851,113,3,0,104,0,3,0,0,3
S00115852,109,4,0,100,0,2,1,0,2
S00115853,122,3,1,106,1,1,0,0,10
S00115854,143,4,0,139,0,0,0,0,0
S00115855,128,8,2,110,0,0,0,2,6
S00115856,139,1,0,136,0,0,0,0,2
S00115857,88,2,1,81,1,1,2,0,0
S00115858,113,0,0,112,0,0,0,0,1
S00115859,190,7,0,180,0,0,0,0,3
S00115860,90,0,1,86,0,0,0,0,3
S00115861,131,5,0,121,0,0,0,0,5
S00115862,138,4,2,131,0,0,0,0,1
S00115863,92,1,0,91,0,0,0,0,0
S00115864,109,0,0,102,0,1,0,2,4
S00115865,88,5,0,81,1,0,0,0,1
S00115866,119,0,0,112,0,0,2,0,5
S00115867,79,1,0,77,0,0,0,0,1
S00115868,94,3,0,89,0,0,2,0,0
S00115869,79,0,0,78,0,0,0,0,1
S00115870,129,2,0,123,1,0,0,2,1
S00115871,83,3,0,79,0,1,0,0,0
S00115872,127,3,0,123,0,0,0,0,1
S00115873,117,5,1,110,0,0,0,0,1
S00115874,115,4,1,108,1,0,0,0,1
S00115875,147,4,0,140,0,0,0,0,3
S00115876,86,1,0,85,0,0,0,0,0
S00115877,79,1,0,78,0,0,0,0,0
S00115878,115,0,0,115,0,0,0,0,0
S00115879,123,4,2,116,0,0,1,0,0
S00115880,83,1,0,79,0,0,2,0,1
S00115881,103,2,0,99,0,1,0,0,1
S00115882,97,3,0,90,0,0,0,4,0
S00115883,86,0,2,81,0,0,1,0,2
S00115884,93,1,0,91,0,0,1,0,0
S00115885,101,2,0,97,1,0,0,0,1
S00115886,118,3,0,113,0,0,0,0,2
S00115887,115,4,0,106,0,1,1,0,3
S00115888,96,2,1,91,0,0,0,0,2
S00115889,99,1,0,97,0,0,0,0,1
S00115890,112,3,2,98,0,0,0,0,9
S00115891,145,3,1,131,0,0,3,0,7
S00115892,78,0,0,77,0,0,0,0,1
S00115893,163,5,3,151,0,0,0,0,4
S00115894,92,0,1,88,0,0,0,1,2
S00115895,76,2,0,74,0,0,0,0,0
S00115896,184,2,0,182,0,0,0,0,0
S00115897,83,4,0,74,0,0,0,0,5
S00115898,98,0,2,87,0,1,1,4,3
S00115899,65,0,0,59,0,0,2,1,3
S00115900,228,9,1,212,0,0,0,0,6
S00115901,80,2,0,75,0,0,1,0,2
S00115902,175,9,0,164,0,0,1,0,1
S00115903,169,6,0,161,0,1,0,0,1
S00115904,91,3,0,83,0,1,0,0,4
S00115905,70,0,0,68,0,0,1,0,1
S00115906,82,0,0,75,0,0,0,0,7
S00115907,68,0,1,65,0,0,0,0,2
S00115908,148,0,0,148,0,0,0,0,0
S00115909,110,4,0,101,0,1,3,0,1
S00115910,107,2,1,101,0,0,0,0,3
S00115911,103,4,1,97,0,0,0,0,1
S00115912,185,2,1,178,0,0,0,0,4
S00115913,130,4,0,124,0,0,1,0,1
S00115914,140,12,1,125,0,0,0,0,2
S00115915,154,9,1,138,0,1,2,1,2
S00115916,218,16,1,189,0,2,2,1,7
S00115917,139,5,3,128,0,1,1,0,1
S00115918,97,3,1,90,0,1,0,0,2
S00115919,147,10,1,134,0,0,0,0,2
S00115920,81,7,1,73,0,0,0,0,0
S00115921,109,2,0,101,0,0,1,2,3
S00115922,131,6,1,113,1,3,1,6,0
S00115923,160,22,7,97,2,2,6,0,24
S00115924,86,17,3,49,0,0,5,0,12
S00115925,55,7,0,42,0,2,1,0,3
S00115926,156,18,0,79,0,2,30,6,21
S00115927,88,16,3,57,0,0,5,2,5
S00115928,60,8,1,46,1,0,0,0,4
S00115929,76,17,4,32,2,1,6,2,12
S00115930,96,8,1,78,0,1,2,3,3
S00115931,127,4,0,109,0,4,7,3,0
S00115932,89,2,0,84,0,0,0,0,3
S00115933,111,6,0,97,0,1,2,1,4
S00115934,129,3,2,111,0,0,3,3,7
S00115935,113,3,0,94,0,0,0,0,16
S00115936,149,5,0,132,0,0,0,0,12
S00115937,111,3,0,89,0,0,0,4,15
S00115938,98,2,1,92,0,3,0,0,0
S00115939,59,0,0,52,0,0,0,0,7
S00115940,87,7,1,45,0,1,11,8,14
S00115941,105,2,0,99,1,2,1,0,0
S00115942,114,2,0,106,0,0,0,3,3
S00115943,85,4,0,81,0,0,0,0,0
S00115944,84,4,1,69,0,0,0,0,10
S00115945,159,2,0,146,0,3,2,6,0
S00115946,117,3,0,112,0,0,2,0,0
S00115947,145,1,0,139,0,0,1,0,4
S00115948,125,2,0,116,1,0,0,4,2
S00115949,107,0,0,107,0,0,0,0,0
S00115950,93,2,0,89,0,0,0,0,2
S00115951,99,4,0,92,0,0,0,0,3
S00115952,76,2,0,65,0,1,1,2,5
S00115953,83,1,0,82,0,0,0,0,0
S00115954,72,5,0,66,0,0,0,0,1
S00115955,70,3,0,64,0,3,0,0,0
S00115956,142,0,1,139,0,1,0,0,1
S00115957,54,1,0,53,0,0,0,0,0
S00115958,141,3,0,134,0,1,0,0,3
S00115959,79,4,0,75,0,0,0,0,0
S00115960,94,1,0,86,0,0,0,0,7
S00115961,177,5,0,170,0,1,0,0,1
S00115962,196,14,2,161,0,0,2,0,17
S00115963,93,1,0,88,1,0,0,0,3
S00115964,91,4,2,60,0,1,5,4,15
S00115965,122,10,2,77,0,2,2,3,26
S00115966,145,6,0,136,0,1,0,0,2
S00115967,110,5,0,89,0,6,0,6,4
S00115968,187,1,0,171,0,1,0,3,11
S00115969,78,1,0,75,0,0,0,1,1
S00115970,150,3,0,138,0,0,1,3,5
S00115971,184,12,1,123,0,0,0,0,48
S00115972,58,11,4,32,0,1,4,0,6
S00115973,98,24,6,57,1,0,2,0,8
S00115974,68,1,0,56,0,0,0,2,9
S00115975,114,5,1,52,0,0,2,8,46
S00115976,76,5,0,68,0,0,0,0,3
S00115977,115,13,6,59,0,0,3,10,24
S00115978,70,19,1,41,0,0,1,0,8
S00115979,78,11,4,47,0,2,3,1,10
S00115980,56,6,1,39,0,1,1,4,4
S00115981,198,14,0,151,0,0,1,2,30
S00115982,197,11,2,155,0,0,4,0,25
S00115983,165,7,0,135,0,0,0,1,22
S00115984,137,11,3,104,1,0,0,0,18
S00115985,180,12,0,150,0,1,1,0,16
S00115986,55,2,1,52,0,0,0,0,0
S00115987,89,2,0,82,0,0,0,0,5
S00115988,129,10,3,104,0,0,0,4,8
S00115989,96,1,0,79,0,1,0,2,13
S00115990,85,4,0,71,0,0,1,0,9
S00115991,119,0,0,102,0,0,0,1,16
S00115992,158,9,5,129,1,2,0,2,10
S00115993,60,3,0,57,0,0,0,0,0
S00115994,120,2,0,116,0,0,0,0,2
S00115995,146,14,0,96,0,0,1,8,27
S00115996,60,4,0,52,0,0,0,1,3
S00115997,58,2,1,52,0,0,0,0,3
S00115998,75,8,1,54,0,1,2,0,9
S00115999,70,0,0,57,1,0,0,0,12
S00116000,91,4,0,81,0,0,1,1,4
S00116001,80,1,0,75,0,0,0,0,4
S00116002,77,1,1,69,0,0,0,0,6
S00116003,82,0,0,79,0,2,1,0,0
S00116004,68,5,1,57,0,0,2,2,1
S00116005,133,3,1,125,0,0,1,3,0
S00116006,78,0,0,68,0,0,0,10,0
S00116007,113,3,2,104,0,2,1,0,1
S00116008,64,2,0,52,0,0,1,4,5
S00116009,103,1,2,92,0,1,0,0,7
S00116010,132,3,0,113,0,0,0,3,13
S00116011,57,0,0,53,0,0,0,3,1
S00116012,131,4,1,113,0,1,1,0,11
S00116013,62,2,1,56,0,1,1,0,1
S00116014,100,3,0,82,0,0,0,4,11
S00116015,86,4,0,66,0,2,4,1,9
S00116016,138,4,1,119,0,0,0,6,8
S00116017,69,6,0,31,0,0,5,2,25
S00116018,63,0,0,60,0,0,0,1,2
S00116019,97,4,2,89,1,0,1,0,0
S00116020,62,2,0,59,0,1,0,0,0
S00116021,105,1,0,97,0,1,0,2,4
S00116022,81,2,0,76,0,0,0,3,0
S00116023,88,0,1,82,0,0,0,2,3
S00116024,83,3,0,79,0,0,0,0,1
S00116025,66,3,0,61,0,0,0,0,2
S00116026,74,4,0,66,0,0,0,0,4
S00116027,99,1,0,98,0,0,0,0,0
S00116028,77,2,0,73,0,0,0,0,2
S00116029,119,4,0,109,0,0,0,0,6
S00116030,60,1,0,58,0,0,0,0,1
S00116031,103,2,0,91,0,0,1,0,9
S00116032,112,6,1,101,0,0,0,0,4
S00116033,64,3,0,55,0,0,2,0,4
S00116034,83,3,0,77,0,0,0,0,3
S00116035,131,14,2,86,0,1,3,3,22
S00116036,224,9,1,201,1,2,1,0,9
S00116037,125,9,7,85,0,2,1,0,21
S00116038,134,10,2,66,0,2,5,5,44
S00116039,137,4,0,103,0,0,1,8,21
S00116040,133,12,4,98,0,0,1,2,16
S00116041,92,4,0,71,1,1,2,4,9
S00116042,68,8,3,35,5,1,5,4,7
S00116043,51,0,0,47,0,0,0,4,0
S00116044,74,0,2,57,0,0,1,10,4
S00116045,139,27,0,74,3,2,3,1,29
S00116046,96,2,0,94,0,0,0,0,0
S00116047,95,3,0,91,0,0,0,0,1
S00116048,78,0,0,46,0,0,5,9,18
S00116049,64,2,0,51,2,0,3,2,4
S00116050,54,1,0,42,0,0,1,1,9
S00116051,106,6,0,97,1,1,0,0,1
S00116052,156,4,0,128,0,0,1,10,13
S00116053,118,5,2,100,0,0,1,4,6
S00116054,142,1,0,135,0,0,1,0,5
S00116055,101,1,1,99,0,0,0,0,0
S00116056,59,1,0,57,0,0,0,0,1
S00116057,153,5,2,125,0,2,0,7,12
S00116058,118,2,0,103,0,0,1,2,10
S00116059,162,3,0,149,0,0,4,2,4
S00116060,77,4,0,67,0,0,0,0,6
S00116061,57,2,0,48,0,0,0,0,7
S00116062,124,3,0,112,0,0,0,4,5
S00116063,144,5,1,94,1,0,10,10,23
S00116064,87,1,1,83,0,0,0,0,2
S00116065,75,10,3,40,0,0,1,2,19
S00116066,88,1,0,83,0,0,4,0,0
S00116067,128,1,0,124,0,0,0,1,2
S00116068,78,2,1,73,0,0,0,1,1
S00116069,59,2,1,56,0,0,0,0,0
S00116070,91,13,6,57,0,0,3,1,11
S00116071,88,4,1,56,0,0,1,0,26
S00116072,78,1,0,74,0,0,1,0,2
S00116073,105,4,0,99,0,1,0,0,1
S00116074,71,4,0,64,0,0,0,0,3
S00116075,87,5,2,80,0,0,0,0,0
S00116076,106,5,0,97,0,2,1,0,1
S00116077,929,55,38,367,1,7,91,16,354
S00116078,106,0,1,97,6,0,2,0,0
S00116079,99,2,0,93,0,0,0,0,4
S00116080,72,1,0,70,0,1,0,0,0
S00116081,122,4,0,110,0,1,0,1,6
S00116082,70,3,0,63,0,0,1,3,0
S00116083,86,1,0,85,0,0,0,0,0
S00116084,139,6,5,119,0,4,0,1,4
S00116085,87,9,1,49,0,4,4,1,19
S00116086,78,5,1,70,0,0,2,0,0
S00116087,104,1,0,84,2,0,0,8,9
S00116088,62,2,0,49,0,0,1,4,6
S00116089,81,1,0,75,0,3,0,2,0
S00116090,134,7,0,121,0,0,0,2,4
S00116091,83,2,0,74,0,0,1,4,2
S00116092,87,0,0,85,1,0,0,1,0
S00116093,175,1,2,163,0,0,2,0,7
S00116094,165,3,0,153,0,0,0,1,8
S00116095,111,1,0,108,0,0,0,2,0
S00116096,115,3,0,108,0,0,0,0,4
S00116097,70,0,0,68,0,0,0,0,2
S00116098,95,2,0,89,0,0,0,3,1
S00116099,155,3,0,144,0,0,0,1,7
S00116100,105,3,0,101,0,1,0,0,0
S00116101,83,1,0,78,0,0,0,0,4
S00116102,105,6,2,96,0,0,0,0,1
S00116103,93,3,0,83,0,1,0,4,2
S00116104,98,2,1,94,0,1,0,0,0
S00116105,120,4,0,116,0,0,0,0,0
S00116106,75,4,3,66,0,0,0,0,2
S00116107,75,2,0,67,0,0,4,0,2
S00116108,102,0,0,100,0,0,0,0,2
S00116109,113,3,0,107,0,0,0,0,3
S00116110,166,25,0,122,0,2,0,1,16
S00116111,124,5,1,88,0,0,0,0,30
S00116112,174,17,0,134,0,0,0,2,21
S00116113,119,2,0,89,0,0,1,0,27
S00116114,126,4,0,92,0,0,0,0,30
S00116115,213,11,2,154,0,2,3,4,37
S00116116,237,14,0,184,0,0,0,0,39
S00116117,205,4,1,145,0,1,0,3,51
S00116118,81,5,5,65,0,0,0,0,6
S00116119,87,8,0,58,1,0,0,0,20
S00116120,73,3,0,65,0,0,0,0,5
S00116121,107,0,1,103,0,0,0,0,3
S00116122,64,1,0,63,0,0,0,0,0
S00116123,97,2,1,93,0,0,0,0,1
S00116124,122,0,0,120,0,0,0,0,2
